Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"11/01/2024","APT 7 CARRAIGE EAN, EDENDERRY, OFFALY","Offaly","R45WK22","�160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","BALLINACOOLA, CRANNFORD, GOREY","Wexford","","�315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","BALLINAGLOUGH WEST, CARRIGNAVAR, CO CORK","Cork","T34KD52","�270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","BALLYDAW, MARSHALSTOWN, ENNISCORTHY","Wexford","Y21TH61","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","BALLYNAMONA, SHANAGARRY NORTH, COUNTY CORK","Cork","","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","BANEENA SOUTH, BARTLEMY, COUNTY CORK","Cork","","�50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","CARRAIG BEAG, STATION RD, COOTEHILL","Cavan","H16NA49","�190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","CHURCH GATE, CASTLETOWNBERE, BEARA","Cork","P75HD88","�99,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","CLOGHOGE UPPER, CASTLEBALDWIN, CO SLIGO","Sligo","F52WR59","�20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","CLONBEALY, NEWPORT, TIPPERARY","Tipperary","V94VW6E","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","CLOUGHSTUCKAGH, COOTEHILL, CO CAVAN","Cavan","","�146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","COVA NUA, RUGGED LANE, PORTERSTOWN DUBLIN 15","Dublin","D15XYH6","�1,175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","DOHORA, BANOGUE, CROOM","Limerick","V35Y012","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","DOOHOMA, BALLINA, MAYO","Mayo","F26E7R5","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","FORTAL, BIRR, CO. OFFALY","Offaly","R42YW10","�69,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","GARAHADOO, KILLORGLIN, CO KERRY","Kerry","V93K6C3","�197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","GLANN WEST (LECARROW), CHARLESTOWN, CO. MAYO","Meath","F12Y320","�102,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","GORTAVEHY WEST, RATHMORE, KERRY","Cork","","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","GORT, VICARSTOWN, CORK","Cork","P32PX51","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","GREENAUN, ESLIN BRIDGE, CARRICK ON SHANNON","Leitrim","N41VK23","�130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","MENLO, CHURCH RD, GREYSTONES","Wicklow","A63E702","�1,300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","NARRABANE, KILMACOW, WATERFORD","Kilkenny","","�213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","NEWTOWN LODGE STUD, KILDARE, KILDARE","Kildare","R51Y542","�500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","NEWTOWN, MONASTERBOICE, DROGHEDA","Louth","A92A0C3","�615,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","NO 8 LARNACH, BOHERMORE, GALWAY","Galway","H91KX33","�242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","OAKFIELD HOUSE, CAHERNORRY, BALLYNEETY","Limerick","V94XWV7","�1,300,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","RAHEG, BALLYHAISE, CAVAN","Cavan","","�130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","ROSE COTTAGE MOATTOWN, KILDALKEY, NAVAN","Meath","C15TD29","�450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","ROWAN HOUSE, GROVE WOOD, HAINAULT RD DUBLIN 18","Dublin","D18V025","�2,450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","STEALROE, KILLORGLIN, CO KERRY","Kerry","V93PX26","�355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2024","THE FUAIRD, BALLYFINNAN, ARDNACRUSHA","Clare","V94X7RW","�560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","1 BALLYALLA GROVE, BAREFIELD, ENNIS","Clare","V95FP2T","�515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","1 HILL VIEW, BREE, INIS CORTHAIDH","Wexford","Y21ND76","�165,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","1 OLDBRIDGE CLOSE, OSBERSTOWN, NAAS","Kildare","W91WCC2","�740,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","1 PATRICK DOYLE ROAD, MILLTOWN, DUBLIN 14","Dublin","D14E046","�570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","1 The Drive, Coachroad Meadows, Clane","Kildare","","�440,088.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","10 BLACKLION MANOR, GREYSTONES, CO WICKLOW","Wicklow","A63CD96","�355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","10 LAKE VIEW, LOUTH GLYNN, CASTLEREA","Roscommon","F45W928","�119,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","10 Tully Park View, Cherrywood, Dublin 18","Dublin","","�581,497.80","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","10 WILLOW WOOD WALK, HARTSTOWN, DUBLIN 15","Dublin","D15WN1N","�367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","101 ROCKVIEW, BLACGLEN RD, SANDYFORD DUBLIN 18","Dublin","D18YA39","�379,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","107 ARDKEEN, CAVAN","Cavan","H12KV05","�170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","11 AUBURN VILLAGE, MULLINGAR, WESTMEATH","Westmeath","N91N7T2","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","11 BROOKLAWN, KINLOUGH, LEITRIM","Leitrim","F91W8Y7","�226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","11 LADYS ABBEY, ARDFINNAN, TIPPERARY","Tipperary","E91X052","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","11 MILLFIELD ABBEY, SEAFIELD, YOUGHAL","Cork","P36WT35","�272,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","12 BARRACK CLOSE, CAHERCONLISH, CO LIMERICK","Limerick","V94YXD7","�228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","12 CHERRY TREE PARK, RIVERSTOWN, CO SLIGO","Sligo","F52TX61","�75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","12 DRUMMIN RISE, DELGANY WOOD, DELGANY","Wicklow","A63XY64","�633,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","12 Lios an Oir, Rathcormac, Co. Cork","Cork","","�343,612.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","12 ST BRIGIDS RD UPPER, DRUMCONDRA, DUBLIN 9","Dublin","D09X3H5","�773,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","12 THE GREEN, DUN CORAN, YOUGHAL","Cork","P36PX51","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","1238 CAMPION CRESCENT, KILDARE, CO KILDARE","Kildare","R51R573","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","126 THE OAKS, RIDGEWOOD, SWORDS","Dublin","K67NY82","�400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","13 CASTLELAND PARK PLACE, BALBRIGGAN, COUNTY DUBLIN","Dublin","K32TW40","�395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","131 TERENURE RD WEST, TERENURE, DUBLIN 6W","Dublin","D6WF798","�880,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","132 BALLYGALL PARADE, FINGLAS, DUBLIN 11","Dublin","D11R9X7","�342,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","136 FOXROCK PARK, FOXROCK, DUBLIN 18","Dublin","D18V3H3","�1,050,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","139 CARRIGWEIR, TUAM, COUNTY  GALWAY","Galway","H54FP57","�361,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","144 MALAHIDE, MARINA VILLAGE, DUBLIN","Dublin","K36D960","�655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","15 MARIAN PARK, DINGLE, KERRY","Kerry","V92RK06","�240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","15 THE BRIDGE, T F MEAGHER ST, DUNGARVAN","Waterford","X35W573","�215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","158 Browneshill Wood, Browneshill Road, Carlow","Carlow","","�321,500.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","16 BELFRY PARK, CITYWEST, DUBLIN 24","Dublin","D24YX23","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","16 CARLINGFORD ROAD, DRUMCONDRA, DUBLIN 9","Dublin","D09HN44","�475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","16 HENRY ST, KENMARE, KERRY","Kerry","V93F891","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","16 Lake View, Fox Meadow","Kilkenny","","�418,502.20","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","16 MOUNT PLESANT PLACE, RANLEAGH, DUBLIN 6","Dublin","D06VH51","�431,234.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","16 PEMBROKE WOOD, PASSAGE WEST, CORK","Cork","T12YTY4","�410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","16 ROCHFORD PLACE, KILCOCK, KILDARE","Kildare","W23YP89","�367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","172 WATERSIDE APTS, RINGSEND RD, DUBLIN 4","Dublin","D04X7T3","�351,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","18 ALYMERE CRESCENT, COURTOWN PARK, KILCOCK","Kildare","W23VR88","�537,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","18 CAHERCALLA HEIGHTS, KILRUSH RD, ENNIS","Clare","V95A3WV","�210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","18 GLENEALY RD, CRUMLIN, DUBLIN","Dublin","D12KX95","�424,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","18 MORNINGTON MANOR AVE, MORNINGTON, MEATH","Meath","A92W5C3","�345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","18 PRIORY COURT, ST RAPHAELS MANOR, CELBRIDGE","Kildare","W23HF76","�510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","18 WOODVIEW, CAHIRDOWN, LISTOWEL","Kerry","V31DW35","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","189 BEECHWOOD COURT, STILLORGAN RD, STILLORGAN","Dublin","A94NY71","�410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","19 COLLEGE DR, TERENURE, DUBLIN 6W","Dublin","D6WVH33","�624,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","191 BALLINACURRA GARDENS, LIMERICK, LIMERICK","Limerick","V94P62W","�270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","2 BALLYCASHEEN GARDENS, BALLYCASHEEN, CO KERRY","Kerry","V93X9W9","�200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","2 Cherry Lane, Janeville, Cork Road","Cork","","�321,585.89","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","2 COIS MUILEANN, BALLINCURRIG, LEAMLARA","Cork","T56FR62","�510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","2 Glendarragh, Newtownmountkennedy","Wicklow","","�396,500.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","2 KNIGHTSWOOD DRIVE, KNIGHTWOOD, WILLIAMSTOWN","Waterford","","�414,096.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","2 OAKLANDS COURT, CHURCH LANE, GREYSTONES","Wicklow","A63YP49","�727,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","2 ROCKFIED DRIVE, NEWTOWNMOUNTKENNEDY, CO WICKLOW","Wicklow","A63NR28","�522,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","2 THE GREEN, WHITEBARN, YOUGHAL","Cork","P36XW86","�307,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","20 KELLETT'S GROVE, LAGORE ROAD, DUNSHAUGHLIN","Meath","A85F795","�525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","20 KICKHAM RD, INCHICORE, DUBLIN 8","Dublin","D08F3A2","�526,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","20 ONEILL ST, CLONMEL, CO TIPPERARY","Tipperary","E91T288","�177,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","204 TUSKAR ROCK, CUSTON HOUSE HARBOUR, DUBLIN 1","Dublin","D01TP99","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","21 AN BRUACH, HALFWAY, BALLINHASSIG","Cork","T12RY93","�167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","21 APPIAN CLOSE, ARDKEEN VILLAGE, WATERFORD","Waterford","X91F2XT","�317,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","21 ASHMOUNT, CLONSILLA, DUBLIN 15","Dublin","D15XC8H","�345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","21 CANONS WOOD, CHAPEL STREET, BANDON","Cork","P72DY03","�473,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","21 CLUAIN A LAOI, CORK RD, WATERFORD","Waterford","X91TFE4","�221,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","22 FFORSTER GROVE, BALLYDOWD MANOR, LUCAN","Dublin","K78TD50","�428,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","22 KILBROGAN STREET, BANDON, CORK","Cork","P72X820","�242,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","22 NORBURY WOODS GREEN, TULLAMORE, OFFALY","Offaly","R35A7X3","�252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","22 WHITETHORN DR, CAHERDAVIN HEIGHTS, LIMERICK","Limerick","V94PKP1","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","23 ABBEYWOOD AVE, THE OAKS LUCAN, DUBLIN","Dublin","K78A262","�459,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","23 CASTLECOURT, BALLINA, CO MAYO","Mayo","F26D6R3","�215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","23 GORT NA GREINE, CROOGORT, TRALEE","Kerry","V92PXN0","�165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","23 HIGHFIELD LAWN, MODEL FARM ROAD, CORK.","Cork","T12VRP4","�575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","23 ORIEL SQUARE, LISMORE LAWN, WATERFORD","Waterford","X91XY7C","�258,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","23, BLACKROCK HOUSE, BLACKROCK","Cork","T12WD86","�375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","24 CASTLE GATE, KENNEDY ST, CARLOW","Carlow","R93K378","�160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","24 HAMILTON HALL, DUNBOYNE, MEATH","Meath","A86YD74","�295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","24 HAZELBROOK CRESCENT, LONG LANE, LETTERKENNY","Donegal","F92A6D3","�147,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","24 TUAR NA BLATHA, ABBEYLANDS, FERRYBANK","Waterford","X91FPC7","�248,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","25 GOSWORTH PARK, DALKEY, DUBLIN","Dublin","A96P8P8","�920,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","26 BELMONT PLACE, COBH, CORK","Cork","P24FP46","�239,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","26 GLEANN BUILDING, BALLYMACODA, CORK","Cork","P25FW25","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","26 NEW HOUSES, TYHOLLAND, MONAGHAN","Monaghan","H18YP90","�153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","26 SANDYCOVE ROAD, SANDYCOVE, CO DUBLIN","Dublin","A96TW59","�57,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","26 SANDYCOVE ROAD, SANDYCOVE, CO DUBLIN","Dublin","A96TW59","�1,242,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","26 STRAFFAN DR, STRAFFANWOOD, MAYNOOTH","Kildare","W23W2H3","�402,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","28 BROOMFIELD PARK, DONNYBROOK, DUBLIN 4","Dublin","D04N971","�630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","28 CHAPELWOOD, KILMUCKRIDGE, GOREY","Wexford","Y25XP73","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","28 NORTH GLEBE, KILDARE TOWN, KILDARE","Kildare","R51D962","�355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","28 PRIORY PARK, COOSAN, ATHLONE","Westmeath","N37X992","�170,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","28 VILLA PARK AVE, NAVAN RD, DUBLIN 7","Dublin","D07W9E5","�710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","29 Hazel Hill, Hazel Brooke, Spa Glen","Cork","","�308,370.04","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","29 KING STREET, BELLTREE, CLONGRIFFIN","Dublin","D13N5XF","�570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","29 KING STREET, BELLTREE, CLONGRIFFIN","Dublin","D13N5XF","�570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 CARRIGMORE CLOSE, AYLESBURY, TALLAGHT","Dublin","D24YY2P","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 COAST GUARDS COTTAGE, ST HELENS, CO WEXFORD","Wexford","","�800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 GLEANN PETIT GREEN, DUBLIN ROAD, MULLINGAR","Westmeath","N91A37P","�430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 HAWTHORN DR, CABRA RD, THURLES","Tipperary","E41DA03","�130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 MOUNTAIN VIEW DR, MOUNTAIN BAY, ARKLOW","Wicklow","Y14H729","�450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 PIERVIEW, MOUNT CARMEL RD, WICKLOW","Wicklow","A67N208","�305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 THE COURT LUS AN THE, CLOYNE, CORK","Cork","P25A971","�295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","3 TOWER VIEW, KILMAINE RD, BALLINROBE","Mayo","F31N403","�206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","31 BOTHAR AN CORRAN, BALLYMOTE, KEENAGHAN","Sligo","F56TW88","�162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","31 JIGGINSTOWN PARK, NAAS, KILDARE","Kildare","W91Y9HF","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","31 Littlebrook, Chapel Road, Delgany","Wicklow","","�638,767.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2024","31 SANDERLING, THORN WOOD, BOOTERSTOWN AVE","Dublin","A94TF62","�380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","32 CHESTNUT GROVE, CAHERDAVIN LAWN, LIMERICK","Limerick","V94XA0V","�325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","32 FINSBURY PARK, CHURCHTOWN, DUBLIN 14","Dublin","D14A244","�1,075,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","32 MOUNT SYMON CRESCENT, CLONSILLA, DUBLIN 15","Dublin","D15X0FW","�425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","346 ORWELL PK CLOSE, DUBLIN 6W, DUBLIN","Dublin","D6WY667","�780,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2024","37 THE OAKS, MERRYMEETING, RATHNEW","Wicklow","A67YY83","�390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
